Date,Units_Sold,Average_Market_Price,Daily_Sentiment_Score,Ad_Spend,Inventory_Levels
2025-01-01,157.46085192497628,307.85993381645017,0.831479713874645,1278.564592649623,500
2025-01-02,139.63955126765737,293.72380904762565,0.6648184487536137,1699.5257487038375,1410
2025-01-03,135.31899470782747,292.39340032422564,0.6609382673669295,4422.949035623145,640
2025-01-04,154.40180675813647,300.700171180712,0.6344384773996891,1908.71822809406,1147
2025-01-05,154.4083367643084,304.6760409636102,0.8311059518954683,4348.16450097176,687
2025-01-06,136.06838680868984,307.72282527047616,0.8675304317776076,2117.104353817642,1651
2025-01-07,140.0987281617216,296.8714028614795,0.6927662499137514,3571.5276402348304,700
2025-01-08,175.0789321195424,304.421865705618,0.6073307363608195,3776.602294039324,1650
2025-01-09,174.25754067427906,298.6985565535954,0.6287600836167495,3050.619012580212,756
2025-01-10,166.9526100330927,297.8905997640322,0.9387510121957606,2221.242706786925,1046
2025-01-11,168.78084684969508,303.034673313807,0.703405672117097,1850.5775054843843,693
2025-01-12,141.59043888162847,301.7406253810781,0.8692281017433467,1132.7574182497049,1202
2025-01-13,163.94135377221912,290.4596875667271,0.8186322490989923,2215.7856049628954,1627
2025-01-14,176.3736860190463,305.5869874629152,0.7336788738785135,3612.651162125132,1788
2025-01-15,149.53885431321072,304.9673798476604,0.6719905417684443,4753.219273793931,1301
2025-01-16,184.1561505717917,294.8017469320128,0.6424852463557922,4484.817929052208,1441
2025-01-17,151.87383256299,299.77121546938486,0.8152545388136033,4064.2591061412095,1907
2025-01-18,159.7637410902488,300.12498609624885,0.8711218232232257,4153.789373013195,1783
2025-01-19,173.83942187431416,298.8208413565921,0.8253664887393957,3659.939613903981,913
2025-01-20,181.3724196196427,294.6285841208828,0.7856057466372054,2041.147430264012,1881
2025-01-21,175.50127484123908,293.88463041305704,0.6146829282010726,4628.780122823319,1598
2025-01-22,168.86567880506115,296.9776142604274,0.9389710721580342,3682.929247623336,1878
2025-01-23,138.6026095117037,302.8316670743188,0.879549967079101,3241.76252392176,1409
2025-01-24,181.69201761794807,299.5486601136315,0.7024877128453376,1443.9578768539243,687
2025-01-25,199.56080481679447,294.84022504286617,0.9429896152755975,2788.222175225702,1813
2025-01-26,170.608342464298,300.4144276191758,0.8106585563727127,2841.433084807705,544
2025-01-27,171.01522508134713,282.1758583254211,0.8038479303725362,4458.25443809068,582
2025-01-28,181.2681279843952,302.0250372930693,0.8618256128003362,3186.592880751154,1646
2025-01-29,202.01940987947063,287.4452772599556,0.8841194258315481,2521.602195881638,857
2025-01-30,193.90374671328672,294.19427880946785,0.8297675125660259,4907.201314042637,1589
2025-01-31,176.4721839241558,290.27077140599016,0.64483351122817,1442.8823733052627,1435
2025-02-01,213.10845567417547,289.25835086315374,0.7183936270980744,2690.1937132477788,874
2025-02-02,175.4654855077219,301.3985295412882,0.9248292741141172,1168.0987006856212,661
2025-02-03,168.2858060597235,293.1185269604736,0.6786154641453481,3959.616483067721,1903
2025-02-04,183.63591134634024,297.0521897383239,0.7302584583431296,4672.306208796603,1881
2025-02-05,214.0637463602445,294.94770479791174,0.7512269090304686,2120.1493182019576,1711
2025-02-06,161.96985195058602,297.43014919106065,0.7537917463930582,4433.366707196484,821
2025-02-07,220.0610592983249,295.2916918728837,0.8145288538730839,2168.872921847591,949
2025-02-08,182.4007110802693,288.35525865927696,0.9300765432106476,4643.080646575661,1997
2025-02-09,211.8588387176372,299.61419124009285,0.6842424491413767,4015.847614387136,1536
2025-02-10,189.64559291111675,292.0267115896879,0.6425254817053213,4219.6271073657545,683
2025-02-11,213.17581978762584,286.5752223748331,0.669114671450978,1072.026222401818,610
2025-02-12,187.2672236681404,292.0801934259397,0.9104237150732444,4851.241428296104,1007
2025-02-13,190.2467374837273,301.58720554657816,0.8260337844293221,3906.683968281293,1813
2025-02-14,188.38308254368917,298.19715266661143,0.700067376233706,2219.0043815445333,794
2025-02-15,231.2612126344997,292.06542064664205,0.885581428639016,4317.578659435388,1974
2025-02-16,203.80359179325148,291.92503015972653,0.9014794987272026,2126.08479365972,1403
2025-02-17,211.561484785992,291.92578078786914,0.8962800185415973,4491.015358264512,1738
2025-02-18,212.78322755896903,303.7803333243976,0.921624286773844,1450.321561647748,1473
2025-02-19,191.1742342433731,295.16890803038854,0.6882843570606765,3814.743909843183,1131
2025-02-20,191.10926248121925,295.2720763678235,0.8642646750611973,3162.7939065796413,1550
2025-02-21,179.18011167466173,298.1359227646647,0.761188824045949,1386.1378807817632,1232
2025-02-22,169.01329959754906,294.0410886522754,0.8946994935115216,1967.575313035356,1754
2025-02-23,232.10379936485708,291.4145694906767,0.8549717370065646,1049.6161451092592,820
2025-02-24,202.5183309712581,291.5906683369927,0.8717566062749036,2875.071861858023,1412
2025-02-25,193.0707704125333,292.0770486479846,0.829656643188375,2205.0610430400016,1756
2025-02-26,233.1582031445581,292.1115811251431,0.6621000693143974,3393.429937191035,936
2025-02-27,203.47522601526416,295.7984773885146,0.7907594216139284,2188.951230834469,1280
2025-02-28,186.58962313747023,292.2826964620035,0.944634408833578,2199.6764460279387,1926
2025-03-01,196.15425869559056,295.5488047816823,0.9280858232739916,3972.7727949264136,1576
2025-03-02,174.80815720947828,291.34465885769885,0.6151108075289541,1192.5713439134138,1836
2025-03-03,208.9407544030965,292.0040550724596,0.657685185505303,4611.579980767949,1804
2025-03-04,188.64426057343505,281.482513060856,0.6461050707090966,4409.055497564727,1225
2025-03-05,188.33574395279325,295.9177922196663,0.8540929684948534,3671.218732905626,530
2025-03-06,199.41573054309077,292.93123358828115,0.8862248654499307,3372.886280429537,836
2025-03-07,198.5756695327564,296.0514791207268,0.6747289782087351,4569.209992558609,682
2025-03-08,206.09864610222067,276.4427890430975,0.7770484425331401,1741.3207181148578,1546
2025-03-09,188.01728113104724,301.2285768206069,0.8942460598039199,1315.8766487633145,1043
2025-03-10,207.4607693666968,289.95139251856483,0.8564805406681877,1958.0406796381524,1969
2025-03-11,213.5293003639446,296.05289210566565,0.7897830219221469,4178.3131148007615,1597
2025-03-12,178.52067064501892,285.1750857489877,0.8066216916605705,1138.6810669059332,1533
2025-03-13,188.6420392690609,293.3011222725656,0.777926191420698,3331.227340333958,1979
2025-03-14,196.66297288082276,284.83281229402183,0.7041419579615872,4981.75006476524,1159
2025-03-15,219.61077008343756,286.84368266904846,0.7977576975006556,4422.7843753501575,659
2025-03-16,193.9309255198477,299.3953216044988,0.8411098557175317,3085.782756174358,1537
2025-03-17,208.8675971653035,288.7343901939855,0.9056630205512828,1254.5636371465694,1701
2025-03-18,186.33010209902156,290.63760392633816,0.8227019738927368,4325.494057542839,911
2025-03-19,198.21320352361343,293.7634155765207,0.8663925379651052,3395.914032708842,1511
2025-03-20,186.92417725984305,291.7541237255773,0.6560250722341006,1459.7319882382674,552
2025-03-21,158.21333998626372,289.89044617406955,0.7615451160469264,1375.429139293425,907
2025-03-22,200.25706049759023,290.82579402332016,0.6032660669394826,4638.50727774637,1346
2025-03-23,170.15143187348974,300.8807042998177,0.686337602582568,3676.801051752314,1545
2025-03-24,187.0584930270217,288.4381697510958,0.8542616002895517,4317.147197267022,1553
2025-03-25,215.4732960888743,289.5943963324759,0.9471334829722772,4515.915601129069,1202
2025-03-26,182.5339111307638,293.7048104415765,0.6347123348555256,3287.089408193289,759
2025-03-27,216.41479789280447,293.84180548896575,0.7405230105514509,3069.785407020165,1728
2025-03-28,171.0599958960483,294.1119647146151,0.8800248390447059,2721.709641283961,1582
2025-03-29,187.98450782885368,291.2331016595965,0.6714124721201146,2267.7863511644773,1994
2025-03-30,179.53613620785634,282.18706334843546,0.7942797322558002,2738.383843434847,1275
2025-03-31,197.0813850284608,295.93188293623075,0.8565749536103862,4095.5186229206256,1989
2025-04-01,169.25627096115488,281.8956356722692,0.8155949075910627,3407.693724060526,1535
2025-04-02,186.14370535165145,289.0031773261952,0.6658086571153956,4570.093159819384,1813
2025-04-03,210.41282745367735,283.5812581125406,0.7243845990400087,2773.520057516751,1349
2025-04-04,157.71801375858757,286.8945829923098,0.8743271245698889,3428.3583148750163,853
2025-04-05,179.01708786768089,288.72172413942945,0.7939792799462058,3525.2302123679547,1598
2025-04-06,186.31831447643685,288.5473355278008,0.6018303647400194,3366.788649225302,1372
2025-04-07,184.8067864364388,288.9127905843632,0.8663467660098327,3810.535092342065,1964
2025-04-08,193.65303945767965,294.73438052111743,0.6123589742290837,1949.733873499225,1490
2025-04-09,153.44640784361377,288.79613304603146,0.8610068239559312,3049.4551101831626,1764
2025-04-10,180.5952203645093,285.17031572464566,0.6708681960578331,1416.8992112333908,1517
2025-04-11,181.28746139627555,291.0741721051781,0.9353257180417832,2538.0453105792503,1677
2025-04-12,182.3099839446631,292.06372607099684,0.7287792629557295,2950.6682744850577,1619
2025-04-13,169.9699036125455,279.84097191332603,0.7144260657183277,3608.89703818189,793
2025-04-14,167.06998275980544,288.82864870089765,0.6521108176163556,4802.124210344814,708
2025-04-15,185.2495695978898,289.2101494258402,0.7069614754215752,3402.6042661934234,1866
2025-04-16,134.0056650466786,284.07910556012314,0.90682776663987,3974.375664706239,1611
2025-04-17,178.1033921937097,292.3080945061185,0.9487170181695366,3025.064237980811,1317
2025-04-18,159.55784485607725,284.5419198670352,0.7289083356773969,3536.416125505325,889
2025-04-19,142.93939232884895,285.7827174321929,0.7570137208340899,1283.7288645350936,824
2025-04-20,179.53458946201903,284.1521134060532,0.8527248283709579,2017.566323367388,1439
2025-04-21,164.7434900766032,284.95800512801725,0.910168523162776,2447.412372820555,1388
2025-04-22,136.2471452043776,279.26137181827124,0.8075655169653744,2889.9734200260546,1680
2025-04-23,169.03320399682093,277.4051302024132,0.7370339943622403,1182.594982009535,1167
2025-04-24,157.9652810538956,292.4405472941468,0.7444176442970183,1560.0963902132708,1132
2025-04-25,168.0841229019942,280.0958525990677,0.8434663512738824,2107.257231165223,1076
2025-04-26,166.92045355455792,279.2363349560152,0.6011263922614976,4886.130763604202,636
2025-04-27,174.078965399832,273.2889834979155,0.8168562681109441,2325.3880284122038,927
2025-04-28,145.96034799986225,280.7237626901239,0.724422553654475,2928.16423244833,1975
2025-04-29,147.29843407567782,277.1657598241713,0.8779690659469794,1784.3908509535718,1111
2025-04-30,126.02579923045812,291.853921954528,0.6325467239380962,3443.120284303073,1410
2025-05-01,138.5717114404304,288.55556896319666,0.8058707934319367,2122.7328620638973,1318
2025-05-02,104.99835640280072,279.92836915323227,0.7683405114601433,1827.9703137537072,640
2025-05-03,155.29006967465963,294.4939372684798,0.8248139340668296,3066.290513783916,1606
2025-05-04,109.46746552563673,288.0032230393536,0.6226987580690388,1022.0231966416832,676
2025-05-05,136.09393485253787,281.33287604948987,0.802994325599846,1030.6561305969012,697
2025-05-06,150.11546083551946,270.32264175530247,0.7965196057858333,1876.275236407431,1123
2025-05-07,106.87869250444672,294.1370205552614,0.7962310330456598,1146.8854500032846,1190
2025-05-08,140.79143086445677,275.5970827211271,0.8112206833087592,1432.1030165227655,1944
2025-05-09,131.9746350615193,274.180588682798,0.8367637780292267,2355.4425973550065,900
2025-05-10,141.71785742533993,287.383071940268,0.8817461498882694,4210.342718319252,970
2025-05-11,136.546755472085,294.3316191745536,0.6944372520448749,3288.1945734772034,717
2025-05-12,136.76281634313446,288.9168585980471,0.8887672935630218,3050.670903825666,1428
2025-05-13,124.66047875059895,284.67767746839365,0.7743894887922087,2173.9552928324865,1131
2025-05-14,106.87011033073809,284.69454093909565,0.6269703976970159,4727.014877731266,1450
2025-05-15,121.95998852743004,285.85048438730814,0.6204928252353927,2588.0601649487667,1405
